ProbeID	Chr	Locus	LRS	MaxLODpvalue	p001	p05	p10
1438892_at	2	rs13476358	10.369302	0.580000	25.100119	16.822754	15.507519
1438893_at	15	rs13482609	10.747017	0.362000	20.764392	14.954021	13.469446
1438894_at	5	rs13478563	8.626447	0.593000	19.848642	13.184200	12.258696
1438895_at	8	rs6343961	9.430975	0.755000	34.184411	18.170121	16.305954
1438896_at	1	rs3687595	10.550614	0.613000	29.447298	17.686015	15.933364
1438897_at	1	rs3687595	10.075172	0.624000	25.998108	16.633682	15.126561
1438898_at	15	rs3688273	9.821033	0.542000	23.153156	14.814199	13.608706
1438900_at	19	mCV23482939	9.700001	0.673000	31.968826	17.262233	15.275289
1438901_at	19	D19Mit40	10.063759	0.535000	29.625037	16.253107	14.756291
1438906_at	1	rs6263067	9.328763	0.735000	31.649501	17.289906	15.589131
1438907_at	10	rs13480759	18.670087	0.025000	29.779093	16.989802	15.471080
1438909_at	5	rs3708411	14.275429	0.101000	21.511283	15.452839	14.284193
1438910_a_at	16	rs4193194	8.793674	0.483000	23.650421	12.802049	11.829795
1438911_at	11	rs3673722	8.042613	0.838000	24.490163	15.287825	13.649927
1438912_at	13	rs13482038	7.682714	0.899000	23.536467	15.892035	14.266712
1438913_x_at	5	rs3719767	7.242077	0.941000	23.894865	15.779016	14.175108
1438915_at	15	rs13459176	7.339918	0.911000	18.278162	14.407788	13.261746
1438916_x_at	15	rs13459191	7.406153	0.934000	21.490512	15.326062	14.044446
1438917_x_at	14	rs3692863	7.379738	0.885000	21.956980	14.037485	12.813717
1438920_x_at	2	CEL-2_18096278	8.231884	0.751000	18.706354	14.065882	12.859243
1438921_at	18	rs6240957	12.207707	0.379000	28.183764	17.233784	15.697508
1438928_x_at	8	rs13479605	8.551546	0.785000	22.274385	15.435930	14.061317
1438929_at	1	rs13459182	9.067526	0.673000	19.935186	14.577715	13.554760
1438930_s_at	16	rs4221305	12.567660	0.178000	25.173944	15.563795	13.876685
1438931_s_at	2	rs6411422	11.567052	0.331000	20.289943	15.813976	14.426842
1438932_at	12	rs6170344	14.652756	0.121000	26.378371	16.823894	15.196088
1438933_x_at	12	rs13481599	13.578997	0.166000	22.721001	16.255553	14.854069
1438934_x_at	18	rs13483183	10.495570	0.516000	26.979252	16.056397	14.850260
1438935_at	2	rs13476419	9.510559	0.211000	20.946999	11.431393	10.540690
1438937_x_at	11	rs13481041	8.822526	0.813000	28.126654	16.665910	15.118057
1438938_x_at	1	NES13033186	9.616578	0.627000	23.942765	15.310638	14.143502
1438941_x_at	5	rs13459088	10.898414	0.560000	25.752103	17.009436	15.611018
1438943_x_at	15	rs13482420	8.104977	0.836000	23.163207	15.569326	14.110318
1438944_at	9	rs13480455	9.486354	0.701000	27.185666	17.071812	15.447144
1438945_x_at	18	rs13483314	14.014154	0.089000	26.786558	15.249910	13.771240
1438946_at	9	rs3655717	17.271293	0.040000	23.432683	16.532128	14.775466
1438948_x_at	16	rs4219239	16.268191	0.070000	27.034711	16.958441	15.423983
1438953_at	18	rs13483378	11.432519	0.423000	30.501777	16.835262	15.411361
1438954_x_at	4	rs13477579	8.349903	0.753000	18.024987	13.409772	12.449135
1438955_x_at	18	rs13483377	11.621248	0.366000	25.284276	17.124432	15.193123
1438956_x_at	18	rs13483377	12.395757	0.288000	22.566306	16.700422	15.241759
1438957_x_at	3	gnf03.051.474	9.573850	0.679000	25.001981	17.007078	14.887586
1438958_x_at	2	rs3708635	8.119654	0.836000	20.758700	14.800897	13.580569
1438960_at	5	CEL-5_3149134	10.226490	0.586000	26.738029	16.294302	14.799432
1438961_s_at	8	rs6400423	8.026816	0.874000	21.414171	15.675291	14.290715
1438962_s_at	3	UT_3_108.7885	11.597292	0.234000	18.445628	14.076208	12.944116
1438963_s_at	8	rs13479605	8.602711	0.778000	23.823683	15.769122	14.356833
1438965_x_at	7	rs3703247	11.406648	0.269000	21.669073	14.775945	13.509712
1438966_x_at	10	rs6237927	12.468464	0.280000	21.168828	16.028992	14.769137
1438967_x_at	19	rs13483669	11.065322	0.422000	23.157885	16.111159	14.691484
1438968_x_at	2	CEL-2_50605053	13.927737	0.176000	23.842924	17.277962	15.387057
1438969_x_at	10	rs6237927	7.964366	0.813000	23.090753	14.258500	13.163919
1438970_x_at	14	rs13482225	10.915960	0.507000	29.486066	17.224988	15.615694
1438971_x_at	5	rs13478563	11.270113	0.400000	27.442882	16.349991	14.910346
1438972_x_at	3	rs13477144	5.566115	0.998000	23.921535	16.636892	15.017521
1438973_x_at	18	rs13483314	12.814049	0.194000	23.160565	15.502171	14.196576
1438974_x_at	8	rs13480026	9.792925	0.682000	26.181088	17.710934	15.714251
1438975_x_at	7	rs13479392	8.611848	0.728000	17.570685	13.959395	12.919688
1438979_s_at	16	rs4219239	8.902918	0.774000	22.065259	16.146831	14.660207
1438980_x_at	1	rs6263067	13.417601	0.119000	29.411263	15.553344	13.829301
1438981_at	10	rs6283474	13.998935	0.184000	30.742952	18.380125	15.915912
1438982_s_at	1	rs8242766	12.661674	0.233000	26.457648	16.245442	14.452497
1438983_x_at	11	rs3673722	10.325567	0.523000	27.715793	16.024129	14.706238
1438987_at	3	rs3674751	8.423765	0.763000	20.949283	14.629135	13.452402
1438989_s_at	15	rs13482436	110.118709	0.000000	33.258103	19.268676	17.056640
1438990_x_at	17	rs3714819	15.641189	0.083000	26.390320	17.125651	15.262714
1438991_x_at	2	rs13476350	9.622776	0.607000	23.281875	14.818162	13.767659
1438993_a_at	18	rs13483377	12.757583	0.197000	29.072620	15.927502	14.291931
1438994_at	12	rs6170344	9.442787	0.484000	17.649580	13.953147	12.748588
1438995_at	1	UT_1_169.988189	9.990811	0.550000	26.435613	15.983346	14.228406
1438996_at	2	rs13476419	10.496749	0.236000	22.677873	13.466077	12.104302
1438997_at	19	mCV25314100	8.892830	0.696000	25.597259	14.679918	13.376809
1438998_at	5	mCV23582150	10.423852	0.569000	23.935919	17.571392	15.431202
1438999_a_at	8	gnf08.119.598	8.311045	0.764000	24.857372	14.844666	13.178657
1439000_at	9	rs13480268	7.847831	0.863000	20.433697	14.361086	13.146271
1439001_at	8	rs13479605	8.072361	0.766000	18.350094	13.503081	12.688685
1439003_s_at	9	rs13480365	8.707359	0.480000	23.041752	12.617579	11.665093
1439004_at	15	D15Mit63	11.335678	0.496000	31.001094	17.745869	15.822047
1439006_x_at	16	rs4219239	7.294581	0.466000	16.926477	10.241351	9.367504
1439007_at	X	rs13483785	5.304132	0.998000	21.240144	15.325310	14.003359
1439008_at	12	rs3685299	9.056642	0.708000	24.706935	15.877032	14.230129
1439009_at	3	rs3674751	8.810499	0.819000	23.245534	16.875145	15.365280
1439010_at	9	rs6240566	8.673521	0.713000	20.211746	14.899347	13.610693
1439011_at	8	rs6343961	9.240681	0.646000	25.843502	15.786134	14.191362
1439012_a_at	2	rs6411422	11.407733	0.415000	26.017119	16.310716	14.879501
1439013_x_at	5	rs6284348	7.678305	0.911000	24.819959	15.272277	13.621460
1439014_at	5	CEL-5_3149134	8.869341	0.781000	24.745898	16.386078	14.602658
1439015_at	19	rs3023497	61.294891	0.000000	30.255027	18.496785	16.507535
1439017_x_at	12	gnf12.084.566	7.885571	0.850000	20.653945	14.688422	13.510085
1439018_at	17	rs6397584	10.756722	0.530000	29.978959	16.817525	15.432446
1439019_at	5	rs13478398	22.772916	0.004333	27.182779	17.664410	15.710970
1439020_at	8	rs13479605	10.347469	0.538000	23.841543	16.075317	14.665042
1439021_at	14	UT_9_81.82101	9.084658	0.710000	23.117251	16.365320	14.594756
1439022_at	11	rs13480935	11.543381	0.324000	25.402773	16.314127	14.523545
1439023_at	1	rs13459182	10.187337	0.445000	20.679566	14.501375	13.424577
1439024_at	2	rs13476520	11.749680	0.151000	20.727505	13.366011	12.466601
1439025_at	10	rs6237927	8.057335	0.574000	18.371886	11.557600	10.754330
1439026_at	19	rs13483549	46.688915	0.000000	27.848656	17.647566	15.821356
1439027_at	15	rs13482420	8.089172	0.817000	23.912076	15.255957	13.980303
1439029_at	14	rs3689508	12.599218	0.223000	24.892329	15.752065	14.242361
1439030_at	9	rs3676408	24.815067	0.000104	22.249169	15.498632	14.131115
1439031_at	12	rs13481617	8.372147	0.716000	18.847697	13.576823	12.664479
1439032_at	2	rs13476723	23.121831	0.007500	26.347405	18.056020	16.181434
1439033_at	9	rs6258765	9.390809	0.712000	29.147806	16.393336	14.869945
1439034_at	1	rs3687595	15.304377	0.132000	25.390765	17.907668	15.864077
1439035_at	13	rs13481740	11.962921	0.360000	24.640953	16.922545	15.236261
1439036_a_at	5	gnf05.124.386	8.711426	0.772000	25.235883	15.697786	14.103232
1439037_at	5	rs6402980	7.634595	0.921000	24.197170	16.568401	14.914437
1439038_at	4	rs3023025	7.819869	0.769000	18.382721	12.941592	11.939301
1439039_at	5	rs3664617	11.888701	0.348000	23.792466	16.929075	15.451173
1439040_at	11	rs3673722	12.023442	0.372000	27.530657	17.438818	15.570464
1439041_at	12	rs6170344	10.171825	0.504000	21.973650	14.463914	13.494285
1439042_at	15	D15Mit63	11.795880	0.392000	29.357643	17.668208	15.847163
1439043_at	8	rs13479605	10.762077	0.292000	19.026829	13.801346	12.661844
1439044_at	11	rs13481018	11.982360	0.374000	31.089544	17.448402	15.735179
1439045_x_at	11	rs3673722	9.679608	0.674000	22.965251	16.285579	14.872501
1439046_at	14	rs3710916	11.326708	0.454000	24.927794	17.239737	15.615561
1439047_s_at	18	rs13483378	9.613993	0.673000	24.226992	16.433108	15.040132
1439048_at	10	rs13480759	10.132077	0.603000	29.115475	16.992702	15.347265
1439049_at	3	rs13477323	19.855670	0.010000	27.951333	16.376189	14.869039
1439050_at	5	rs3662682	10.968498	0.496000	34.073134	17.514070	15.517410
1439051_a_at	5	rs13478563	16.202141	0.098000	28.402969	18.270590	16.152614
1439052_at	3	gnf03.051.587	9.937479	0.576000	23.147314	16.103748	14.579266
1439053_at	12	rs13481565	8.709280	0.495000	18.918889	12.602133	11.529005
1439054_at	8	rs13479605	12.597736	0.249000	30.667698	16.518508	14.972469
1439055_at	3	rs3674751	7.220699	0.890000	19.120285	14.223291	12.634621
1439056_at	12	rs4229294	30.362347	0.000407	27.845749	17.491652	15.682919
1439058_at	4	rs6316136	12.951088	0.219000	26.760008	16.354010	14.844681
1439059_at	X	gnfX.116.876	95.169196	0.000000	33.062785	19.391491	17.145573
1439060_s_at	7	rs3686975	10.166164	0.627000	27.629255	17.650487	15.784863
1439061_at	11	rs3659787	9.694288	0.710000	28.010569	16.994290	15.408248
1439062_at	14	rs3710916	9.478817	0.492000	22.379609	14.258050	13.065729
1439063_at	5	CEL-5_3149134	14.293231	0.187000	26.958429	18.211936	16.265178
1439064_at	7	rs13479416	12.029942	0.181000	21.186055	14.379364	12.995959
1439066_at	15	rs3702361	28.179508	0.000034	23.227596	15.982099	14.525235
1439067_at	2	CEL-2_18096278	14.242358	0.121000	21.726503	15.971860	14.715823
1439068_at	9	rs3665911	8.707096	0.836000	28.440237	17.241077	15.679686
1439069_a_at	13	rs13481740	17.076561	0.026000	23.129917	15.719191	14.216734
1439071_at	14	rs6352085	8.626328	0.842000	24.702013	17.007887	15.031322
1439072_at	10	rs13480570	9.108402	0.714000	26.484185	15.754139	14.375964
1439074_a_at	15	D15Mit63	9.981853	0.599000	21.147194	15.562442	14.569866
1439075_at	2	rs6331493	51.697718	0.000000	28.473682	17.924682	16.063207
1439076_at	18	rs4231742	9.726776	0.666000	24.810251	16.349222	14.662216
1439077_at	X	gnfX.086.039	8.196092	0.864000	22.981152	15.487782	14.247813
1439078_at	15	rs13482609	17.842477	0.022000	21.903011	16.407612	15.018252
1439079_a_at	4	rs13478021	11.937199	0.411000	32.065689	18.325967	16.485424
1439080_at	12	rs13481541	11.946213	0.334000	22.756847	16.215688	14.604720
1439081_at	1	rs6312657	8.302198	0.876000	24.275745	17.199871	15.600423
1439082_at	10	rs6332670	12.116492	0.324000	26.542842	17.001288	15.049080
1439083_at	12	rs13481599	11.834230	0.260000	21.038585	15.131934	13.960349
1439084_at	8	rs13479605	9.364487	0.712000	24.508370	15.788075	14.325514
1439085_at	8	rs13480026	7.831160	0.902000	25.296785	16.491749	14.741985
1439086_at	15	rs13482635	12.836473	0.179000	19.179461	15.378307	14.024805
1439087_a_at	12	rs13481599	8.614619	0.810000	25.167216	16.146132	14.716194
1439088_at	19	rs6191324	31.111756	0.000278	27.945297	17.511464	15.732257
1439089_at	4	rs6404906	14.128749	0.197000	29.233292	18.738366	16.657494
1439090_at	4	rs3023025	9.910909	0.614000	23.124483	16.177773	14.904230
1439091_at	8	rs13479605	9.382487	0.502000	18.047165	14.313129	12.644301
1439092_at	2	rs13476330	9.303887	0.649000	21.602208	15.164629	13.853558
1439093_at	10	rs13480601	10.023945	0.670000	35.519651	18.275891	16.455612
1439094_at	1	rs3687595	11.601951	0.434000	31.525933	18.464883	16.309643
1439095_at	10	rs13480759	11.949073	0.333000	24.558603	16.540810	14.867664
1439096_at	1	rs3682996	15.569546	0.108000	25.953402	17.343947	15.778358
1439097_at	7	rs6239372	8.838753	0.737000	27.066489	15.515481	14.257577
1439098_at	5	rs6402980	14.768554	0.117000	27.723674	16.674231	15.099648
1439099_at	11	rs3673722	11.372712	0.348000	20.741400	15.465094	14.054935
1439100_s_at	2	rs13476419	7.113508	0.675000	17.945509	11.234504	10.398503
1439101_at	8	rs3697596	10.284929	0.454000	21.962294	15.042453	13.712349
1439102_at	10	rs6246096	13.429533	0.206000	23.832613	17.194048	15.415657
1439103_at	1	rs8242766	11.545255	0.376000	23.762374	16.542818	14.908262
1439104_at	12	rs6170344	11.268524	0.188000	20.308734	13.713771	12.623804
1439105_at	2	rs13476723	8.934222	0.752000	21.798591	15.517647	14.370583
1439106_at	2	rs3681655	11.601789	0.370000	23.800878	16.859595	15.238341
1439107_a_at	2	rs13476358	10.896778	0.551000	30.167746	17.820931	16.192302
1439108_at	2	rs13476358	12.436757	0.317000	25.564235	17.231955	15.678855
1439109_at	17	rs13482864	15.473485	0.100000	25.083044	17.595583	15.529264
1439110_at	19	rs13483605	6.601708	0.937000	18.836072	12.267902	11.428816
1439111_at	7	rs3658777	11.836006	0.252000	21.178212	15.203756	14.000004
1439112_at	18	rs13483183	12.876096	0.115000	21.705093	14.357459	13.165780
1439114_at	3	rs3695386	10.702795	0.549000	28.989199	17.252907	15.402998
1439115_at	8	rs6232107	5.876819	0.992000	21.387129	15.639700	14.197140
1439116_at	3	rs13477308	8.264381	0.741000	20.084490	13.737056	12.441995
1439117_at	2	rs13476350	7.804093	0.860000	21.305103	14.428390	13.507134
1439118_at	8	rs13479605	10.605363	0.540000	31.353614	16.437958	15.131082
1439119_a_at	4	rs3664871	7.079294	0.948000	22.160787	15.667026	14.416032
1439120_at	5	rs3664617	9.927241	0.697000	28.348175	18.341202	16.487246
1439122_at	2	rs13476352	17.812771	0.022000	23.665179	16.257994	14.801662
1439123_at	14	rs3710916	10.818700	0.566000	29.163375	17.918221	16.265193
1439124_at	14	rs3710916	8.881315	0.602000	18.472830	14.099478	12.838935
1439125_at	5	rs3703261	7.833293	0.899000	27.463735	17.000024	15.282814
1439126_at	10	rs13480570	13.239257	0.261000	27.063216	17.544967	16.127603
1439127_at	12	rs13481599	9.226907	0.670000	19.909684	15.240779	13.774168
1439128_at	10	rs13480630	11.090655	0.319000	21.400024	14.932667	13.507433
1439129_at	5	CEL-5_3149134	8.698232	0.832000	24.882567	16.625350	15.057436
1439130_at	9	rs13480214	10.806273	0.452000	23.029069	16.254243	14.816806
1439131_at	10	CEL-10_86482491	11.856662	0.398000	23.887699	17.275243	15.590491
1439132_at	15	D15Mit63	11.637497	0.405000	29.044355	16.779780	15.294909
1439133_at	15	CEL-15_93879270	13.951375	0.149000	26.394854	16.974576	14.871225
1439134_s_at	7	rs6228386	7.663091	0.738000	20.956102	12.765613	11.605851
1439135_at	16	rs4165287	11.434948	0.405000	25.192552	16.662314	15.318169
1439136_at	2	CEL-2_50605053	8.969046	0.531000	18.772461	13.317307	12.480708
1439137_at	8	rs13479605	11.324288	0.355000	22.232523	15.172037	13.964959
1439138_at	1	rs3687595	11.246735	0.501000	26.828786	17.509233	15.995304
1439139_at	2	rs6314788	22.125994	0.001833	22.748981	16.386501	14.882280
1439140_at	5	rs3703261	8.725171	0.514000	21.221580	13.821636	12.212955
1439141_at	8	rs13479605	8.428841	0.605000	21.083949	12.814982	11.700162
1439142_at	1	rs3687595	12.192227	0.258000	21.867965	15.437654	14.151866
1439143_at	14	rs3723413	10.178418	0.533000	23.632689	16.406873	14.597835
1439144_at	9	rs13480365	8.321827	0.708000	18.011872	13.605814	12.507098
1439145_at	13	mCV24625340	10.220557	0.337000	22.800964	13.457460	12.377396
1439146_s_at	9	mCV22843303	7.428275	0.899000	20.474696	14.952854	13.786192
1439147_at	16	rs4165425	15.967930	0.054000	23.382317	16.246432	14.780313
1439148_a_at	1	rs13476281	9.571487	0.675000	25.695599	16.891300	15.321802
1439149_s_at	8	rs13479605	9.469119	0.652000	21.490579	15.347326	14.220237
1439150_x_at	2	rs3721532	11.046537	0.546000	27.413874	18.349273	16.366893
1439151_at	4	rs6404906	9.204220	0.630000	21.594554	14.691231	13.411519
1439152_at	2	rs3660779	7.804471	0.913000	22.721486	16.041838	14.978719
1439153_at	8	rs13479605	9.399391	0.751000	25.225223	17.285344	15.633476
1439154_at	3	rs13477308	8.584520	0.745000	24.725993	14.861409	13.591885
1439155_at	19	mCV23482939	11.533466	0.329000	21.877817	15.535999	14.082325
1439156_at	1	rs6174159	12.710934	0.269000	24.840544	16.748500	15.211115
1439157_at	1	rs13475954	6.493547	0.991000	26.309401	16.456090	15.059792
1439158_at	15	D15Mit63	13.352752	0.214000	23.259289	16.900073	15.270302
1439159_at	1	rs6302966	11.404532	0.064000	15.941034	11.825738	10.701213
1439160_at	4	rs6404906	9.539761	0.583000	24.934687	14.938865	13.481389
1439161_at	9	rs8254393	10.394798	0.478000	23.193690	16.205442	14.292459
1439162_at	14	gnf14.093.344	10.747952	0.365000	22.449703	14.882760	13.581381
1439163_at	9	rs6258765	12.953364	0.227000	23.485232	16.946931	15.072487
1439164_at	8	rs13479605	7.475894	0.689000	20.155328	12.165130	11.023917
1439165_at	14	rs3710916	9.141801	0.680000	25.665937	15.587571	14.308838
1439166_at	16	rs4206648	6.334037	0.987000	19.960279	15.368556	14.192513
1439167_at	11	rs13480935	15.124277	0.103000	26.105253	16.670948	15.169939
1439168_at	7	rs13479416	15.019565	0.115000	23.307459	16.875026	15.295715
1439169_at	2	rs3681655	10.359028	0.524000	28.247821	16.435012	14.981923
1439170_at	8	mCV24506226	43.966338	0.000017	30.008941	18.165657	16.210566
1439171_at	14	rs3710916	6.339124	0.992000	23.037423	15.602737	14.184892
1439172_at	10	rs13480734	9.380276	0.728000	30.105903	16.914360	15.464320
1439173_at	2	rs13476358	12.133189	0.395000	25.812521	17.717094	15.774167
1439174_at	5	rs13478499	14.056710	0.109000	22.462664	15.608850	14.280355
1439175_at	2	rs3660779	14.244081	0.176000	31.959917	17.365798	15.657387
1439176_at	8	rs13479605	10.028641	0.419000	30.437160	14.049493	12.910784
1439177_at	1	rs6189020	12.602276	0.186000	19.435670	15.195445	13.819160
1439178_at	11	rs13480951	6.674806	0.978000	25.878495	16.257722	14.780907
1439179_a_at	8	rs13479605	9.654199	0.619000	23.603188	16.306486	14.673211
1439180_at	2	rs13476350	19.414677	0.017000	24.761815	17.212376	15.566578
1439181_at	7	rs6206014	52.984310	0.000003	30.529750	18.683406	16.668895
1439182_at	10	rs6237927	6.041902	0.974000	21.690890	13.826841	12.419086
1439183_at	18	rs13483377	12.494061	0.275000	24.374031	16.266199	14.901358
1439184_s_at	2	rs6411422	14.298596	0.151000	27.711678	16.557756	15.058814
1439185_x_at	2	rs8264884	17.997613	0.024000	25.714516	16.186261	14.654508
1439186_at	5	CEL-5_3149134	8.495352	0.848000	26.087033	16.949990	15.421661
1439187_at	15	rs13482726	9.780940	0.660000	23.170292	16.482660	14.879831
1439188_at	4	rs6234904	6.226599	0.990000	25.525336	16.654202	15.026935
1439189_at	9	rs13459114	8.601037	0.824000	24.497140	16.116803	14.766556
1439190_at	10	rs6237927	10.349309	0.275000	18.601768	12.873960	12.034753
1439191_at	9	gnf09.110.002	7.806840	0.904000	24.510743	16.643956	15.100300
1439192_at	1	rs6312657	11.623372	0.412000	24.339514	17.419179	15.570633
1439193_at	4	rs13478089	7.975649	0.707000	18.962624	12.381697	11.471753
1439194_at	2	rs13476390	13.037793	0.187000	22.932528	15.644816	14.177057
1439195_at	13	rs6328703	80.152158	0.000000	31.301874	18.664242	16.598809
1439196_at	7	rs13479451	7.658176	0.867000	20.871856	13.843643	12.655758
1439197_at	3	CEL-3_89968332	29.528255	0.000355	27.995184	17.906363	16.020836
1439198_at	1	rs3687595	10.316470	0.591000	29.020864	17.682916	15.854523
1439199_at	19	rs6237466	9.008203	0.579000	22.935562	13.623288	12.609966
1439201_at	10	rs13480570	9.671234	0.409000	18.593204	13.259128	12.233425
1439202_at	8	rs13479605	8.536794	0.682000	21.839146	14.196241	13.020226
1439203_at	8	rs13479605	9.715208	0.584000	25.351568	16.375243	14.660340
1439204_at	9	rs6240566	8.916822	0.717000	23.562521	15.370233	13.877532
1439205_at	2	CEL-2_168586738	13.088710	0.225000	24.028357	16.384939	14.744802
1439206_at	1	rs6263067	13.688556	0.136000	25.196096	16.039999	14.382285
1439207_at	8	rs13479605	8.849766	0.612000	21.072268	13.679831	12.583901
1439208_at	9	rs6258765	15.987979	0.061000	24.149891	16.318290	14.869017
1439209_at	1	UT_1_169.988189	9.647348	0.703000	29.170066	17.476904	15.671847
1439210_at	16	rs4219239	14.041592	0.094000	21.671227	15.256010	13.898459
1439211_at	19	rs13483605	10.006830	0.465000	17.925855	14.091927	13.056025
1439212_at	8	rs13479605	6.493256	0.979000	20.969160	15.510324	14.142004
1439213_at	16	rs4206648	8.816750	0.763000	19.929687	15.999131	14.718475
1439214_a_at	9	rs3705403	10.149780	0.436000	19.966836	14.426109	13.047712
1439215_at	9	rs13459114	12.799977	0.238000	24.885528	16.655038	14.911810
1439216_at	7	rs3658777	17.557219	0.043000	32.686416	17.284492	15.644826
1439217_at	8	rs13479605	7.733458	0.907000	22.022418	15.944883	14.494087
1439218_at	5	CEL-5_3149134	12.930058	0.184000	21.927068	15.426848	14.076592
1439219_at	2	rs13476419	9.578333	0.385000	22.270529	12.947763	12.073453
1439220_at	1	UT_1_169.988189	12.026040	0.235000	19.367686	14.919521	13.760452
1439221_s_at	12	rs3685299	7.260817	0.901000	19.465761	13.572175	12.501850
1439222_at	4	rs6316136	14.396348	0.113000	23.452397	15.975033	14.641636
1439223_at	8	rs13479842	11.150889	0.455000	26.872781	16.743124	15.076879
1439224_at	15	D15Mit63	11.877419	0.368000	25.618271	16.741537	15.456091
1439225_at	7	rs3658777	10.708018	0.547000	34.547663	17.806081	15.830501
1439226_at	16	rs4206648	8.827747	0.723000	33.388128	15.992371	14.322234
1439227_at	8	rs13479605	8.692470	0.757000	28.682126	15.379720	13.986921
1439228_at	6	rs6223362	9.215947	0.635000	20.886482	14.821408	13.414017
1439229_at	8	rs13479605	11.128682	0.369000	21.827165	15.587165	14.227692
1439230_at	1	rs3687595	7.402486	0.930000	23.348066	15.814121	14.266420
1439231_at	12	rs6180964	15.311784	0.041000	21.370836	14.929098	13.896258
1439232_at	11	rs13481128	26.470612	0.003333	28.885492	18.404312	16.427720
1439233_at	18	rs13483183	10.250838	0.583000	25.050703	16.822545	15.254066
1439234_a_at	8	rs13479605	11.549341	0.226000	21.667698	14.018604	12.840259
1439235_x_at	11	rs3673722	10.643926	0.514000	24.624027	16.094203	14.660983
1439236_at	1	rs3682996	21.689085	0.005500	23.785074	16.627264	15.018518
1439237_a_at	11	rs3673722	9.986776	0.602000	32.436545	16.917469	15.133176
1439238_at	1	rs6189020	12.517856	0.221000	24.207503	15.994768	14.417159
1439239_at	8	rs13480026	8.273327	0.839000	23.535876	15.589156	14.230729
1439240_x_at	1	D1Mit216	8.188683	0.880000	25.571672	16.474151	15.173964
1439241_x_at	5	rs13478363	16.343234	0.056000	23.533713	16.765409	14.886465
1439242_at	19	mCV23482939	7.706587	0.897000	26.960060	15.538862	14.432221
1439243_x_at	5	CEL-5_3149134	14.542234	0.139000	27.132114	16.931046	15.284638
1439244_a_at	8	rs6287320	11.649334	0.414000	28.932551	17.268811	15.597298
1439246_x_at	1	rs6302966	15.509342	0.095000	23.462129	16.925045	15.401187
1439247_at	8	rs6232107	10.271768	0.536000	22.647666	16.602138	14.736720
1439248_at	15	D15Mit63	11.101124	0.388000	26.419083	15.264301	13.985836
1439249_at	12	rs13481462	11.029307	0.461000	24.257824	16.516349	14.969235
1439250_at	19	rs6193060	8.409119	0.852000	23.593813	16.892585	15.181925
1439251_at	10	rs3712394	9.895681	0.622000	24.132217	16.166183	14.470284
1439252_at	5	rs3719767	9.872455	0.162000	15.874390	11.334868	10.489806
1439254_at	12	rs13481630	9.777678	0.096000	13.941450	10.625628	9.739593
1439257_x_at	19	rs6237466	7.341782	0.953000	22.566413	16.532141	14.776175
1439259_x_at	14	rs13482193	30.808588	0.001000	31.179845	17.695598	15.835236
1439260_a_at	9	rs13480365	12.041005	0.210000	24.479751	14.913136	13.710228
1439261_x_at	14	rs13482354	8.300725	0.759000	19.225969	14.225910	12.910886
1439262_x_at	4	CEL-4_95227224	8.883842	0.757000	20.763221	14.874400	13.721656
1439263_at	5	rs3664617	8.942344	0.798000	23.165165	16.818415	15.199545
1439264_x_at	18	rs13483213	8.101904	0.914000	24.304273	17.722006	15.822159
1439265_at	2	rs6411422	9.230368	0.526000	19.609875	13.473394	12.288293
1439266_a_at	5	D5Mit388	8.678157	0.645000	18.788330	13.562426	12.424645
1439267_x_at	18	rs13483377	9.137092	0.615000	22.234564	15.138151	13.540491
1439269_x_at	15	rs13482609	16.495503	0.039000	22.874457	15.999966	14.817773
1439270_x_at	2	rs4223510	11.482258	0.349000	24.221140	16.148323	14.447847
1439271_x_at	16	rs4221305	15.281522	0.111000	22.813973	17.198730	15.503928
1439272_at	1	rs8242766	13.742539	0.181000	25.548331	16.856117	15.078626
1439273_at	1	rs6302966	6.899753	0.860000	21.882360	12.144066	11.079225
1439274_at	19	rs13483561	20.206944	0.008500	24.431234	16.491786	15.103503
1439275_s_at	8	rs6343961	9.849524	0.562000	21.671389	15.983455	14.342152
1439276_at	10	rs13480570	14.436834	0.179000	24.004083	17.606776	15.894869
1439277_at	8	rs6343961	7.520228	0.644000	17.037875	11.634711	10.728108
1439278_at	5	D5Mit388	11.990450	0.246000	21.306840	15.347094	14.124653
1439280_at	4	rs6316136	11.094968	0.453000	23.089146	16.523278	14.897689
1439281_at	11	rs13481180	9.538441	0.391000	21.327452	13.155848	11.926439
1439282_at	4	CEL-4_95227224	16.356652	0.080000	27.698437	17.143727	15.637515
1439283_at	12	rs13481541	12.389318	0.333000	25.156564	17.390251	15.740552
1439284_at	10	gnf10.025.923	7.292100	0.924000	19.146522	14.786111	13.628292
1439285_at	8	rs13479605	8.671852	0.418000	17.314566	11.885804	11.011013
1439287_at	2	rs13476419	7.762518	0.440000	18.834675	10.983631	10.107620
1439288_at	9	rs13480365	8.527656	0.778000	21.360435	15.252516	13.726669
1439289_s_at	1	rs6302966	11.965172	0.215000	25.195790	15.016975	13.541742
1439290_at	7	CEL-7_122458955	14.063536	0.126000	24.401879	15.876985	14.620619
1439291_at	16	rs4165279	12.088692	0.353000	29.446933	17.327740	15.566063
1439292_at	1	UT_1_169.988189	14.963258	0.044000	19.847356	14.548730	13.345960
1439293_at	2	rs3709716	17.399913	0.024000	23.683787	16.461401	14.832096
